id,name,address,postcode,bbox
2505,Library @ The Curve,"Library @ The Curve, William Street",SL1 1XY,"POLYGON((-0.618210537627257 51.495406997663,-0.618210537627257 51.5243168170747,-0.57188104988507 51.5243168170747,-0.57188104988507 51.495406997663,-0.618210537627257 51.495406997663))"
2502,Cippenham,"Elmshott Lane, Cippenham",SL1 5RB,"POLYGON((-0.668960849801546 51.502441538322,-0.668960849801546 51.5313523879969,-0.622622518011835 51.5313523879969,-0.622622518011835 51.502441538322,-0.668960849801546 51.502441538322))"
286,Burnham Library,"Windsor Lane, Burnham",SL1 7HR,"POLYGON((-0.681034406566351 51.517057195924,-0.681034406566351 51.5459682231028,-0.634680836967402 51.5459682231028,-0.634680836967402 51.517057195924,-0.681034406566351 51.517057195924))"
2499,Britwell,"Britwell Centre, Wentworth Avenue, Britwell, Slough",SL2 2DS,"POLYGON((-0.654346750648075 51.5205257896571,-0.654346750648075 51.5494362451446,-0.607990547460111 51.5494362451446,-0.607990547460111 51.5205257896571,-0.654346750648075 51.5205257896571))"
291,Farnham Common,"Victoria Road, Farnham Common",SL2 3NL,"POLYGON((-0.635724440636412 51.5400895675763,-0.635724440636412 51.5689995353289,-0.589348981117131 51.5689995353289,-0.589348981117131 51.5400895675763,-0.635724440636412 51.5400895675763))"
2504,Langley,"Trelawney Avenue, Langley, Slough",SL3 7UF,"POLYGON((-0.578781457311573 51.4871324542679,-0.578781457311573 51.5160414715232,-0.532461711519393 51.5160414715232,-0.532461711519393 51.4871324542679,-0.578781457311573 51.4871324542679))"
3172,Windsor,Bachelors Acre,SL4 1ER,"POLYGON((-0.632243652833459 51.4661341616158,-0.632243652833459 51.4950444232019,-0.585943354375537 51.4950444232019,-0.585943354375537 51.4661341616158,-0.632243652833459 51.4661341616158))"
3170,Old Windsor,Straight Road,SL4 2RN,"POLYGON((-0.608275881159052 51.449706929025,-0.608275881159052 51.4786167642156,-0.561993021592803 51.4786167642156,-0.561993021592803 51.449706929025,-0.608275881159052 51.449706929025))"
3166,Dedworth,"Dedworth School, Smith's Lane",SL4 5PE,"POLYGON((-0.667091344527207 51.4652560282904,-0.667091344527207 51.4941670237836,-0.62079076646436 51.4941670237836,-0.62079076646436 51.4652560282904,-0.667091344527207 51.4652560282904))"
3167,Eton,136 High Street,SL4 6AR,"POLYGON((-0.632731396605449 51.475347795372,-0.632731396605449 51.5042580214859,-0.586421749985644 51.5042580214859,-0.586421749985644 51.475347795372,-0.632731396605449 51.475347795372))"
3168,Eton Wick,Village Hall,SL4 6LT,"POLYGON((-0.659435406400702 51.482755730379,-0.659435406400702 51.5116664796046,-0.613117356022417 51.5116664796046,-0.613117356022417 51.482755730379,-0.659435406400702 51.482755730379))"
3160,Container - Sunningdale,Recreation Ground,SL5 0QS,"POLYGON((-0.659447650267035 51.3806058213394,-0.659447650267035 51.4095170782806,-0.613232827156893 51.4095170782806,-0.613232827156893 51.3806058213394,-0.659447650267035 51.3806058213394))"
3171,Sunninghill,School Road,SL5 7AA,"POLYGON((-0.679098815432996 51.3875407430653,-0.679098815432996 51.41645237355,-0.632876350973602 51.41645237355,-0.632876350973602 51.3875407430653,-0.679098815432996 51.3875407430653))"
3156,Ascot Durning,"High Street, Ascot",SL5 7JF,"POLYGON((-0.698868751052738 51.396577832201,-0.698868751052738 51.4254898248154,-0.652636523825027 51.4254898248154,-0.652636523825027 51.396577832201,-0.698868751052738 51.396577832201))"
162,Ascot Heath,"Fernbank Road, North Ascot, Berks",SL5 8LA,"POLYGON((-0.713701118804111 51.4065636595689,-0.713701118804111 51.4354759056812,-0.667458332689001 51.4354759056812,-0.667458332689001 51.4065636595689,-0.713701118804111 51.4065636595689))"
3169,Maidenhead,St Ives Road,SL6 1QU,"POLYGON((-0.740980827035237 51.5076560359691,-0.740980827035237 51.5365683323988,-0.694634841929714 51.5365683323988,-0.694634841929714 51.5076560359691,-0.740980827035237 51.5076560359691))"
3159,Container - Holyport,Stroud Farm Road,SL6 2LP,"POLYGON((-0.732696465696546 51.4784314220322,-0.732696465696546 51.5073436965062,-0.686380387872225 51.5073436965062,-0.686380387872225 51.4784314220322,-0.732696465696546 51.4784314220322))"
3164,Cox Green,"49 Highfield Lane, Maidenhead",SL6 3AX,"POLYGON((-0.778578380403817 51.4939792084497,-0.778578380403817 51.5228923234055,-0.732245069301708 51.5228923234055,-0.732245069301708 51.4939792084497,-0.778578380403817 51.4939792084497))"
3161,Container - Woodlands Park,"Community Centre,Manifold Way, White Waltham",SL6 3GW,"POLYGON((-0.787544320947326 51.4830048635126,-0.787544320947326 51.5119182101242,-0.741221853447172 51.5119182101242,-0.741221853447172 51.4830048635126,-0.787544320947326 51.4830048635126))"
3157,Boyn Grove community resource centre,"11 Courthouse Road, Maidenhead",SL6 6JE,"POLYGON((-0.768166277008918 51.5065739426789,-0.768166277008918 51.5354867884741,-0.721820517984435 51.5354867884741,-0.721820517984435 51.5065739426789,-0.768166277008918 51.5065739426789))"
3158,Container - Furze Platt,Shifford Crescent shops,SL67UA,"POLYGON((-0.754028296534824 51.5244597290458,-0.754028296534824 51.5533722039515,-0.707664826339768 51.5533722039515,-0.707664826339768 51.5244597290458,-0.754028296534824 51.5244597290458))"
3163,Cookham,"High Road, Cookham Rise",SL6 9JF,"POLYGON((-0.748516598740417 51.5419341788918,-0.748516598740417 51.5708464566047,-0.702135541851116 51.5708464566047,-0.702135541851116 51.5419341788918,-0.748516598740417 51.5419341788918))"
301,Marlow Library,"Institute Road, Marlow",SL7 1BL,"POLYGON((-0.797017453909495 51.5565405991319,-0.797017453909495 51.5854537670929,-0.750619989466351 51.5854537670929,-0.750619989466351 51.5565405991319,-0.797017453909495 51.5565405991319))"
284,Bourne End Library,"Wakeman Road, Bourne End",SL8 5SX,"POLYGON((-0.734114737540095 51.5644814319853,-0.734114737540095 51.5933933079243,-0.687711198784804 51.5933933079243,-0.687711198784804 51.5644814319853,-0.734114737540095 51.5644814319853))"
293,Gerrards Cross,"38 Station Road, Gerrards Cross",SL9 8EL,"POLYGON((-0.574924722721961 51.573776892553,-0.574924722721961 51.6026853965044,-0.528517055773866 51.6026853965044,-0.528517055773866 51.573776892553,-0.574924722721961 51.573776892553))"
289,Chalfont St Peter,"High Street, Chalfont St Peter",SL9 9QA,"POLYGON((-0.579951449019274 51.5921912743136,-0.579951449019274 51.6210997953337,-0.533524836823857 51.6210997953337,-0.533524836823857 51.5921912743136,-0.579951449019274 51.5921912743136))"
2851,Sutton Central Library,"St Nicholas Way, Sutton",SM1 1EA,"POLYGON((-0.21800722877656 51.3471793113746,-0.21800722877656 51.3760806719567,-0.17184213112711 51.3760806719567,-0.17184213112711 51.3471793113746,-0.21800722877656 51.3471793113746))"
2847,Cheam Library,"Church Road, Cheam",SM3 8QH,"POLYGON((-0.23998411823157 51.3460767872926,-0.23998411823157 51.3749786949349,-0.1938192635555 51.3749786949349,-0.1938192635555 51.3460767872926,-0.23998411823157 51.3460767872926))"
3246,Woodrow Library,"25 Local Centre, Studley Road, B98 7RY",B98 7RY,"POLYGON((-1.93905360699295 52.2728829851731,-1.93905360699295 52.3018092841661,-1.89188432132457 52.3018092841661,-1.89188432132457 52.2728829851731,-1.93905360699295 52.2728829851731))"
2848,Library @ The Life Centre,"Alcorn Road, Sutton",SM3 9PX,"POLYGON((-0.225676749562108 51.3639334285675,-0.225676749562108 51.3928348953645,-0.179494498314586 51.3928348953645,-0.179494498314586 51.3639334285675,-0.225676749562108 51.3639334285675))"
1829,Morden Library,"Merton Civic Centre, London Road, Morden",SM4 5DX,"POLYGON((-0.219236445745873 51.3869544252184,-0.219236445745873 51.4158556185361,-0.173031268434415 51.4158556185361,-0.173031268434415 51.3869544252184,-0.219236445745873 51.3869544252184))"
2852,The Circle Library,"Green Wrythe Lane, Carshalton",SM5 1JJ,"POLYGON((-0.198994901439144 51.3722801929658,-0.198994901439144 51.4011809568415,-0.152805306623703 51.4011809568415,-0.152805306623703 51.3722801929658,-0.198994901439144 51.3722801929658))"
2850,Library @ Westcroft Centre,"Westcroft Road, Carshalton",SM5 2TG,"POLYGON((-0.179964662836379 51.3531071032549,-0.179964662836379 51.3820074868249,-0.133795119305169 51.3820074868249,-0.133795119305169 51.3531071032549,-0.179964662836379 51.3531071032549))"
2853,Wallington Library,"Shotfield, Wallington",SM6 0HY,"POLYGON((-0.17396661604678 51.3428149905159,-0.17396661604678 51.3717152746798,-0.127807659646356 51.3717152746798,-0.127807659646356 51.3428149905159,-0.17396661604678 51.3428149905159))"
2849,Library @ the Phoenix Centre,"Mollison Drive, Roundshaw, Wallington",SM6 9NZ,"POLYGON((-0.156361725202052 51.3387680614321,-0.156361725202052 51.3676679219684,-0.110207544344179 51.3676679219684,-0.110207544344179 51.3387680614321,-0.156361725202052 51.3387680614321))"
2794,Banstead,The Horseshoe Banstead,SM7 2AW,"POLYGON((-0.228808577485282 51.3073459111701,-0.228808577485282 51.3362477364836,-0.182683051817194 51.3362477364836,-0.182683051817194 51.3073459111701,-0.228808577485282 51.3073459111701))"
3131,Devizes,"Sheep Street, Devizes",SN10 1DL,"POLYGON((-2.01489603163776 51.3363744566629,-2.01489603163776 51.3653060930321,-1.96869351393537 51.3653060930321,-1.96869351393537 51.3363744566629,-2.01489603163776 51.3363744566629))"
3137,Market Lavington,"High Street, Market Lavington, Devizes",SN10 4AG,"POLYGON((-2.00027738257823 51.273088579844,-2.00027738257823 51.302020399892,-1.9541386053446 51.302020399892,-1.9541386053446 51.273088579844,-2.00027738257823 51.273088579844))"
3126,Calne,"The Strand, Calne",SN11 0JU,"POLYGON((-2.02808887013626 51.423746404671,-2.02808887013626 51.4526777234738,-1.98179807281377 51.4526777234738,-1.98179807281377 51.423746404671,-2.02808887013626 51.423746404671))"
2868,Swindon Central Library,"Regent Circus, Swindon",SN1 1QG,"POLYGON((-1.80447879668844 51.5440931627258,-1.80447879668844 51.5730217003174,-1.75806943295623 51.5730217003174,-1.75806943295623 51.5440931627258,-1.80447879668844 51.5440931627258))"
3139,Melksham,"Lowbourne, Melksham",SN12 7DZ,"POLYGON((-2.1595187849745 51.3595919188618,-2.1595187849745 51.3885246340495,-2.11329099282493 51.3885246340495,-2.11329099282493 51.3595919188618,-2.1595187849745 51.3595919188618))"
3124,Box,"Selwyn Hall, Valens Terrace, Box, Corsham",SN13 8NT,"POLYGON((-2.27831349080195 51.4016176487401,-2.27831349080195 51.4305509980348,-2.23204197455425 51.4305509980348,-2.23204197455425 51.4016176487401,-2.27831349080195 51.4016176487401))"
3129,Corsham,"Pickwick Road, Corsham",SN13 9BJ,"POLYGON((-2.20918553999256 51.4164854129987,-2.20918553999256 51.4454182130789,-2.16289976782104 51.4454182130789,-2.16289976782104 51.4164854129987,-2.20918553999256 51.4164854129987))"
3128,Corsham,"Springfield Community Campus, Beechfield Road, Corsham",SN13 9DN,"POLYGON((-2.21657240699916 51.4180919046051,-2.21657240699916 51.4470247495136,-2.17028492699523 51.4470247495136,-2.17028492699523 51.4180919046051,-2.21657240699916 51.4180919046051))"
2864,Old Town Library,"Arts Centre, Devizes Road, Swindon",SN1 4BJ,"POLYGON((-1.80018153427584 51.5371976895012,-1.80018153427584 51.5661262150304,-1.75377926149754 51.5661262150304,-1.75377926149754 51.5371976895012,-1.80018153427584 51.5371976895012))"
3127,Chippenham,"Timber Street, Chippenham",SN15 3EJ,"POLYGON((-2.13765866778033 51.4428149635388,-2.13765866778033 51.4717470966077,-2.09134712984579 51.4717470966077,-2.09134712984579 51.4428149635388,-2.13765866778033 51.4428149635388))"
3155,Wiltshire Studies Library,"Wiltshire & Swindon History Centre, Cocklebury Road, Chippenham",SN15 3QN,"POLYGON((-2.13205049393348 51.4495280402257,-2.13205049393348 51.4784600960034,-2.08573223178318 51.4784600960034,-2.08573223178318 51.4495280402257,-2.13205049393348 51.4495280402257))"
3135,Lyneham,"Memorial Hall, Lyneham, Chippenham",SN15 4PR,"POLYGON((-1.98915657007137 51.4928866881796,-1.98915657007137 51.5218173151532,-1.94279630445164 51.5218173151532,-1.94279630445164 51.4928866881796,-1.98915657007137 51.4928866881796))"
3136,Malmesbury,"Cross Hayes, Malmesbury",SN16 9BG,"POLYGON((-2.11965181078673 51.5684779619325,-2.11965181078673 51.5974093291224,-2.07321287346695 51.5974093291224,-2.07321287346695 51.5684779619325,-2.11965181078673 51.5684779619325))"
2867,Pinetrees Library (Pinehurst),"Pinetrees Community Centre, The Circle, Swindon",SN2 1RF,"POLYGON((-1.80347095232135 51.5671092315882,-1.80347095232135 51.5960376441226,-1.75703816504277 51.5960376441226,-1.75703816504277 51.5671092315882,-1.80347095232135 51.5671092315882))"
2857,Even Swindon Library,"Even Swindon Community Centre, Jennings Street, Swindon",SN2 2BG,"POLYGON((-1.82689266421953 51.5484934538846,-1.82689266421953 51.5774222084143,-1.78047843815786 51.5774222084143,-1.78047843815786 51.5484934538846,-1.82689266421953 51.5484934538846))"
2862,Moredon and Rodbourne Cheney Library,"Church Walk North (off Moredon Road), Swindon",SN25 3DJ,"POLYGON((-1.8242845920486 51.5701852738972,-1.8242845920486 51.59911389323,-1.77784831300958 51.59911389323,-1.77784831300958 51.5701852738972,-1.8242845920486 51.5701852738972))"
2863,North Swindon Library,"Orbital Retail Park, Thamesdown Drive, Swindon",SN25 4AN,"POLYGON((-1.83058881824928 51.5826577520816,-1.83058881824928 51.6115863760373,-1.78413971424856 51.6115863760373,-1.78413971424856 51.5826577520816,-1.83058881824928 51.5826577520816))"
2866,Penhill Library,"Penhill Drive, Swindon",SN2 5DU,"POLYGON((-1.80418231803016 51.5762188029322,-1.80418231803016 51.6051471779193,-1.75774023209576 51.6051471779193,-1.75774023209576 51.5762188029322,-1.80418231803016 51.5762188029322))"
2855,Blunsdon Community Book Collection,"Blunsdon Village Hall, High Street",SN26 7AR,"POLYGON((-1.80532310581229 51.5997872043441,-1.80532310581229 51.6287154746677,-1.75885695160864 51.6287154746677,-1.75885695160864 51.5997872043441,-1.80532310581229 51.5997872043441))"
116,West Heath Library,The Fordrough,B31 3LX,"POLYGON((-1.98360898571892 52.3860836283965,-1.98360898571892 52.4150097868947,-1.93631839778888 52.4150097868947,-1.93631839778888 52.3860836283965,-1.98360898571892 52.3860836283965))"
121,Mill Hill,"Mill Hill Community Centre, New Chapel Street, Blackburn",BB2 4DT,"POLYGON((-2.52718544793973 53.7196150685724,-2.52718544793973 53.7485383859844,-2.4784050213095 53.7485383859844,-2.4784050213095 53.7196150685724,-2.52718544793973 53.7196150685724))"
120,Livesey,"Cherry Tree Lane, Blackburn",BB2 5NX,"POLYGON((-2.5503311114232 53.7148147935703,-2.5503311114232 53.743738233423,-2.5015560741628 53.743738233423,-2.5015560741628 53.7148147935703,-2.5503311114232 53.7148147935703))"
919,John Jackson,"Agricola Place, Enfield",EN1 1DW,"POLYGON((-0.0902416447476187 51.6316543054612,-0.0902416447476187 51.660551020898,-0.0437934049650209 51.660551020898,-0.0437934049650209 51.6316543054612,-0.0902416447476187 51.6316543054612))"
2869,Upper Stratton Library,"Beechcroft Road, Upper Stratton, Swindon",SN2 7QQ,"POLYGON((-1.78829415190349 51.5751991542076,-1.78829415190349 51.6041273622702,-1.74185338183789 51.6041273622702,-1.74185338183789 51.5751991542076,-1.78829415190349 51.5751991542076))"
2865,Park Library,"Cavendish Square, Park, Swindon",SN3 2LZ,"POLYGON((-1.77314644767012 51.5386269881239,-1.77314644767012 51.5675552116327,-1.72674319393767 51.5675552116327,-1.72674319393767 51.5386269881239,-1.77314644767012 51.5386269881239))"
2870,Walcot Library,"Unit 5 Sussex Place, Somerville Road, Walcot, Swindon",SN3 3BL,"POLYGON((-1.78466525099555 51.5458529949616,-1.78466525099555 51.5747813090547,-1.73825444071195 51.5747813090547,-1.73825444071195 51.5458529949616,-1.78466525099555 51.5458529949616))"
2856,Covingham Library,"St Paul's Drive, Covingham",SN3 5BY,"POLYGON((-1.75481158579585 51.5499517694397,-1.75481158579585 51.5788797330594,-1.70839713282587 51.5788797330594,-1.70839713282587 51.5499517694397,-1.75481158579585 51.5499517694397))"
2861,Liden Library,"Barrington Close, Liden, Swindon",SN3 6HF,"POLYGON((-1.75202349975036 51.5320524710576,-1.75202349975036 51.5609804922809,-1.70562731086452 51.5609804922809,-1.70562731086452 51.5320524710576,-1.75202349975036 51.5320524710576))"
3145,Royal Wootton Bassett,Borough Fields Wootton Bassett Swindon,SN4 7AX,"POLYGON((-1.92885960280188 51.5281275678242,-1.92885960280188 51.5570574537509,-1.88246444514923 51.5570574537509,-1.88246444514923 51.5281275678242,-1.92885960280188 51.5281275678242))"
2872,Wroughton Library,"Ellendune Centre, Wharf Road, Wroughton, Swindon",SN4 9LN,"POLYGON((-1.81759695828689 51.510075236557,-1.81759695828689 51.5390040832858,-1.77122195836541 51.5390040832858,-1.77122195836541 51.510075236557,-1.81759695828689 51.510075236557))"
3143,Purton,"1 High Street, Purton, Swindon",SN5 4AA,"POLYGON((-1.89144837536551 51.5733724135456,-1.89144837536551 51.6023017075772,-1.84500773844067 51.6023017075772,-1.84500773844067 51.5733724135456,-1.89144837536551 51.5733724135456))"
2871,West Swindon Library,"Link Centre, Whitehill Way, Swindon",SN5 7DL,"POLYGON((-1.85186486783485 51.5438928225029,-1.85186486783485 51.5728218606757,-1.80545490627653 51.5728218606757,-1.80545490627653 51.5438928225029,-1.85186486783485 51.5438928225029))"
3130,Cricklade,"113 High Street, Cricklade, Swindon",SN6 6AE,"POLYGON((-1.87974823331185 51.6259219847145,-1.87974823331185 51.6548509006441,-1.83325412708595 51.6548509006441,-1.83325412708595 51.6259219847145,-1.87974823331185 51.6259219847145))"
2860,Highworth Library,"Brewery Street (above the Co-op supermarket), Highworth, Swindon",SN6 7AJ,"POLYGON((-1.7331405322698 51.6144403035269,-1.7331405322698 51.6433677026161,-1.6866606933654 51.6433677026161,-1.6866606933654 51.6144403035269,-1.7331405322698 51.6144403035269))"
2221,Faringdon,"The Elms, Gloucester Street, Faringdon",SN7 7HY,"POLYGON((-1.6102460283136 51.6439424962166,-1.6102460283136 51.672868283682,-1.56373837175806 51.672868283682,-1.56373837175806 51.6439424962166,-1.6102460283136 51.6439424962166))"
3138,Marlborough,"91 High Street, Marlborough",SN8 1HD,"POLYGON((-1.75673983149669 51.4045724197668,-1.75673983149669 51.433501126854,-1.71047273530347 51.433501126854,-1.71047273530347 51.4045724197668,-1.75673983149669 51.4045724197668))"
3122,Aldbourne,"South Street, Aldbourne, Marlborough",SN8 2DW,"POLYGON((-1.64049993982679 51.4631645046669,-1.64049993982679 51.4920915623805,-1.59417576554527 51.4920915623805,-1.59417576554527 51.4631645046669,-1.64049993982679 51.4631645046669))"
3144,Ramsbury,"Chapel House, High Street, Ramsbury, Marlborough",SN8 2QP,"POLYGON((-1.63249122381837 51.4276304201538,-1.63249122381837 51.4565575563951,-1.58620316410148 51.4565575563951,-1.58620316410148 51.4276304201538,-1.63249122381837 51.4276304201538))"
3142,Pewsey,"Aston Close, Pewsey",SN9 5EQ,"POLYGON((-1.79069736584591 51.324753330884,-1.79069736584591 51.3536828089921,-1.74451007087206 51.3536828089921,-1.74451007087206 51.324753330884,-1.79069736584591 51.324753330884))"
2587,Southampton Central,"Civic Centre, Soton",SO14 7LW,"POLYGON((-1.42985549470196 50.8932195183879,-1.42985549470196 50.9221466479099,-1.38410365412824 50.9221466479099,-1.38410365412824 50.8932195183879,-1.42985549470196 50.8932195183879))"
2586,Shirley,"Shirley Precinct, Soton",SO15 5LL,"POLYGON((-1.45731806423737 50.9092811621958,-1.45731806423737 50.9382085942803,-1.41154986699991 50.9382085942803,-1.41154986699991 50.9092811621958,-1.45731806423737 50.9092811621958))"
2581,Burgess Road,"Burgess Road, Soton",SO16 3HF,"POLYGON((-1.41818133501572 50.9238060467282,-1.41818133501572 50.9527328590049,-1.37239974771468 50.9527328590049,-1.37239974771468 50.9238060467282,-1.41818133501572 50.9238060467282))"
2583,Lordshill,"Lordshill District Centre, Soton",SO16 8HY,"POLYGON((-1.47153610909204 50.9264706131728,-1.47153610909204 50.9553981550357,-1.42575072903807 50.9553981550357,-1.42575072903807 50.9264706131728,-1.47153610909204 50.9264706131728))"
2584,Millbrook Community,"Pickles Coppice, Windermere Avenue,Soton",SO16 9QX,"POLYGON((-1.47810766936766 50.9128419012541,-1.47810766936766 50.9417696008478,-1.43233552672825 50.9417696008478,-1.43233552672825 50.9128419012541,-1.47810766936766 50.9128419012541))"
2585,Portswood,"Portswood Road, Soton",SO17 2NG,"POLYGON((-1.41458238658756 50.9123220227467,-1.41458238658756 50.9412488412851,-1.36881215272719 50.9412488412851,-1.36881215272719 50.9123220227467,-1.41458238658756 50.9123220227467))"
2580,Bitterne,"Bitterne Road East, Soton",SO18 5EG,"POLYGON((-1.37824442927289 50.9004102247809,-1.37824442927289 50.9293365812611,-1.33248670532606 50.9293365812611,-1.33248670532606 50.9004102247809,-1.37824442927289 50.9004102247809))"
2588,Thornhill Community,"328 Hinkler Road, Soton",SO19 6DF,"POLYGON((-1.35689853167434 50.8937800630683,-1.35689853167434 50.9227061408637,-1.31114780119138 50.9227061408637,-1.31114780119138 50.8937800630683,-1.35689853167434 50.8937800630683))"
2589,Weston,"68 Weston Lane, Soton",SO19 9GH,"POLYGON((-1.39356960828519 50.8737589843162,-1.39356960828519 50.9026856950918,-1.34783764825849 50.9026856950918,-1.34783764825849 50.8737589843162,-1.39356960828519 50.8737589843162))"
1141,Stanmore Community Library,"Carroll Centre, Somers Close, Stanmore, Winchester",SO22 4EJ,"POLYGON((-1.35963555288159 51.0373321342267,-1.35963555288159 51.0662575365204,-1.31374346832344 51.0662575365204,-1.31374346832344 51.0373321342267,-1.35963555288159 51.0373321342267))"
2026,Settle library,"Limestone View, Lower Greenfoot, Settle, North Yorkshire",BD24 9RB,"POLYGON((-2.30001216333729 54.0504782868472,-2.30001216333729 54.079398775779,-2.25084690606509 54.079398775779,-2.25084690606509 54.0504782868472,-2.30001216333729 54.0504782868472))"
230,Westdene Library,"Bankside, Westdene, Brighton",BN1 5GN,"POLYGON((-0.184592468605256 50.8455884701515,-0.184592468605256 50.8744914969314,-0.138925722658045 50.8744914969314,-0.138925722658045 50.8455884701515,-0.184592468605256 50.8455884701515))"
1971,Winscombe,"23 Woodborough Road, Winscombe.",BS25 1AB,"POLYGON((-2.85566046894052 51.2994496169261,-2.85566046894052 51.3283857973894,-2.8094880874328 51.3283857973894,-2.8094880874328 51.2994496169261,-2.85566046894052 51.2994496169261))"
576,Hallbankgate (Library link),,CA8 2NJ,"POLYGON((-2.68064450465315 54.9151033465226,-2.68064450465315 54.9440214648861,-2.6304273657781 54.9440214648861,-2.6304273657781 54.9151033465226,-2.68064450465315 54.9151033465226))"
1443,Denby Dale Library,"Wakefield Road, Denby Dale, Huddersfield",HD8 8RX,"POLYGON((-1.67739195391407 53.5591486468217,-1.67739195391407 53.5880658356026,-1.62880801747057 53.5880658356026,-1.62880801747057 53.5591486468217,-1.67739195391407 53.5591486468217))"
2189,Worksop,"Memorial Lane,",S80 2BP,"POLYGON((-1.14334226599293 53.289985246694,-1.14334226599293 53.3188961487249,-1.09507707558768 53.3188961487249,-1.09507707558768 53.289985246694,-1.14334226599293 53.289985246694))"
1148,Winchester Discovery Centre,"Jewry Street, Winchester",SO23 8SB,"POLYGON((-1.33900376659543 51.0514841685115,-1.33900376659543 51.0804091956388,-1.29309817356633 51.0804091956388,-1.29309817356633 51.0514841685115,-1.33900376659543 51.0514841685115))"
1096,Alresford,"20 Broad Street, New Alresford",SO24 9AQ,"POLYGON((-1.18414305278607 51.0767255932885,-1.18414305278607 51.1056480881309,-1.13821629819503 51.1056480881309,-1.13821629819503 51.0767255932885,-1.18414305278607 51.0767255932885))"
1146,West End,"Parish Centre, Chapel Road, West End",SO30 3FE,"POLYGON((-1.3586026290259 50.914679293505,-1.3586026290259 50.9436052920932,-1.31283136113049 50.9436052920932,-1.31283136113049 50.914679293505,-1.3586026290259 50.914679293505))"
1119,Hedge End,"11 Upper Northam Road, Hedge End",SO30 4DY,"POLYGON((-1.32733632125573 50.8991743459944,-1.32733632125573 50.9280999584887,-1.2815809961322 50.9280999584887,-1.2815809961322 50.8991743459944,-1.32733632125573 50.8991743459944))"
1131,Netley,"Station Road, Netley Abbey, Southampton",SO31 5DT,"POLYGON((-1.37539199621577 50.8584263969664,-1.37539199621577 50.8873529214676,-1.329675457197 50.8873529214676,-1.329675457197 50.8584263969664,-1.37539199621577 50.8584263969664))"
1126,Lockswood,"Locks Heath District Centre, Southampton",SO31 6DX,"POLYGON((-1.29783298859758 50.8491134776724,-1.29783298859758 50.878038894715,-1.25212738128612 50.878038894715,-1.25212738128612 50.8491134776724,-1.29783298859758 50.8491134776724))"
1127,Lowford Community,"The Lowford Centre, Portsmouth Road, Bursledon, Southampton",SO31 8ES,"POLYGON((-1.34028994742574 50.875375536871,-1.34028994742574 50.904301461131,-1.29455763568239 50.904301461131,-1.29455763568239 50.875375536871,-1.34028994742574 50.875375536871))"
1100,Bishops Waltham,"Free Street, Bishops Waltham, Southampton",SO32 1EE,"POLYGON((-1.23118332525884 50.9419427774195,-1.23118332525884 50.9708666974015,-1.18538835740437 50.9708666974015,-1.18538835740437 50.9419427774195,-1.23118332525884 50.9419427774195))"
1144,Totton,"Library Road, Totton, Southampton",SO40 3RS,"POLYGON((-1.51236129076422 50.9055686204563,-1.51236129076422 50.9344968180286,-1.46659555349251 50.9344968180286,-1.46659555349251 50.9055686204563,-1.51236129076422 50.9055686204563))"
1130,Milford-on-Sea,"Village Hall, Park Road, Milford-on-Sea",SO41 0QU,"POLYGON((-1.61002295198371 50.7115886153779,-1.61002295198371 50.740519040685,-1.5644444619115 50.740519040685,-1.5644444619115 50.7115886153779,-1.61002295198371 50.7115886153779))"
1128,Lymington,"North Close, Lymington",SO41 9BW,"POLYGON((-1.56449997306262 50.7469760976206,-1.56449997306262 50.7759057695647,-1.51888802568258 50.7759057695647,-1.51888802568258 50.7469760976206,-1.56449997306262 50.7469760976206))"
1129,Lyndhurst,"Community Centre, Lyndhurst",SO43 7NY,"POLYGON((-1.59753788185931 50.8574488679439,-1.59753788185931 50.8863784087854,-1.55181753825844 50.8863784087854,-1.55181753825844 50.8574488679439,-1.59753788185931 50.8574488679439))"
1101,Blackfield,"167 Hampton Parade, Blackfield, Southampton",SO45 1XA,"POLYGON((-1.39634132399205 50.8044411425099,-1.39634132399205 50.8333682390084,-1.35067703603969 50.8333682390084,-1.35067703603969 50.8044411425099,-1.39634132399205 50.8044411425099))"
1121,Hythe,"Pylewell Road, Hythe, Southampton",SO45 6AQ,"POLYGON((-1.42242430994199 50.8546666876885,-1.42242430994199 50.8835939048553,-1.37671038309501 50.8835939048553,-1.37671038309501 50.8546666876885,-1.42242430994199 50.8546666876885))"
1106,Eastleigh,"1st Floor Swan Centre, Eastleigh",SO50 5SF,"POLYGON((-1.37678292943493 50.9523245302655,-1.37678292943493 50.9812506066279,-1.33097425687925 50.9812506066279,-1.33097425687925 50.9523245302655,-1.37678292943493 50.9523245302655))"
1109,Fair Oak,"Campbell Way, Fair Oak, Eastleigh",SO50 7AX,"POLYGON((-1.32423236898449 50.9514380252398,-1.32423236898449 50.9803633306105,-1.27842579662706 50.9803633306105,-1.27842579662706 50.9514380252398,-1.32423236898449 50.9514380252398))"
1139,Romsey,"Station Road, Romsey",SO51 8DN,"POLYGON((-1.5195366877521 50.9769002891532,-1.5195366877521 51.00582822644,-1.47370068405985 51.00582822644,-1.47370068405985 50.9769002891532,-1.5195366877521 50.9769002891532))"
