OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00067995,E01013462,275,2,3,3,0,8,3,2,4,5,4,2,3,3,4,2,5,5,4,6,4,1,1,1,2,1,2,0,1,1,3,2,1,1,4,3,1,2,4,1,2,3,0,5,3,4,9,4,3,5,3,4,1,4,7,1,2,3,3,5,3,2,3,1,4,3,3,4,4,4,4,4,5,3,2,1,4,2,5,3,2,3,6,3,2,3,0,4,5,3,0,5
E00067997,E01013462,291,2,3,3,5,5,8,2,4,3,4,6,4,3,5,3,5,4,4,1,5,0,2,2,3,2,3,2,3,3,5,1,1,0,0,2,4,5,3,5,5,8,3,3,4,4,4,4,6,6,1,8,2,5,0,4,2,2,4,2,2,3,5,3,2,3,3,5,3,4,3,1,2,2,6,3,4,1,3,3,5,6,3,1,2,4,1,0,0,4,1,1
E00067989,E01013463,333,5,6,3,3,3,3,4,4,9,5,10,6,3,7,3,9,2,5,7,1,1,5,2,0,1,2,1,3,1,0,1,2,0,1,2,5,6,3,7,1,1,5,5,6,7,4,7,6,5,6,7,9,1,4,8,5,4,8,2,3,4,4,5,3,3,4,4,6,6,0,7,7,4,1,2,2,1,2,0,2,3,2,5,5,0,1,1,1,1,0,2
E00067990,E01013463,335,4,3,6,6,7,5,6,7,5,6,4,5,5,1,2,4,3,3,3,3,1,2,2,1,0,3,2,1,2,4,2,3,5,1,2,6,3,4,6,3,11,7,4,7,11,3,3,5,6,6,3,6,9,2,2,3,2,1,2,3,7,4,3,4,5,4,5,5,5,3,5,6,2,3,5,5,3,5,4,4,1,2,1,1,1,2,0,2,1,0,0
E00067991,E01013463,269,5,2,6,3,6,3,7,3,2,3,2,5,3,3,2,7,6,1,2,6,2,1,1,1,1,1,2,3,6,1,4,1,3,6,3,4,3,2,4,2,2,5,5,5,5,6,3,2,6,4,5,4,1,2,5,1,2,0,4,4,5,4,2,4,1,4,5,7,6,4,6,2,3,0,0,0,1,7,0,3,0,2,1,0,1,0,0,1,1,0,0
E00067992,E01013463,283,2,2,4,2,6,3,6,6,3,4,4,4,3,1,5,3,1,4,5,0,3,3,2,2,1,1,5,1,2,4,1,1,3,2,1,2,0,5,2,7,6,4,6,5,2,1,3,5,3,6,5,8,6,8,5,4,8,4,7,2,3,6,3,8,1,2,3,6,5,3,3,3,6,0,0,1,3,3,0,2,0,1,1,0,2,0,0,2,1,0,1
E00067994,E01013463,310,3,2,6,4,1,4,2,1,1,2,1,3,1,6,3,5,2,9,5,7,1,2,3,2,4,2,3,1,0,3,4,2,5,2,6,2,3,2,4,1,3,4,3,4,5,7,2,5,2,7,1,5,4,3,5,6,7,6,2,3,8,5,5,8,2,7,9,9,3,4,5,2,7,1,3,0,4,0,5,1,3,2,1,2,0,1,3,2,0,3,1
E00067968,E01013464,305,5,3,2,4,2,2,6,1,2,2,4,0,5,0,3,4,2,1,3,2,1,3,1,2,3,2,1,3,1,2,3,5,3,2,0,4,5,1,5,7,5,2,5,2,3,4,5,4,1,3,0,3,6,4,4,8,3,3,2,3,4,1,4,3,4,5,4,4,5,3,5,10,11,5,1,6,11,3,3,2,2,3,2,0,8,2,10,1,0,1,5
E00067969,E01013464,300,1,2,4,4,3,4,3,4,3,1,6,3,1,4,4,5,4,4,5,3,1,2,1,4,0,0,3,1,1,0,4,1,0,2,1,0,3,2,1,3,3,8,5,3,3,3,2,7,4,8,10,5,5,6,5,5,1,2,3,3,1,4,3,6,2,6,3,2,6,4,7,3,4,3,4,2,4,3,5,2,4,3,4,1,3,4,3,3,4,5,3
E00067970,E01013464,282,1,3,3,3,2,3,3,6,2,7,0,2,4,2,2,5,1,4,7,2,3,2,1,3,3,4,2,3,6,1,3,4,3,2,2,2,1,1,2,5,4,2,3,3,5,1,2,3,5,4,8,4,4,11,4,4,6,1,3,6,2,3,3,3,1,4,6,3,6,3,2,4,2,2,2,5,1,9,0,1,1,5,4,0,0,1,3,1,2,1,4
